id,title,upload_date,duration,url,description
gVaM8Fbjljw,Only $2 Noodle!? First-Time Visitors to Japan Impressed the Udon Diner!,20260717,1863,https://www.youtube.com/watch?v=gVaM8Fbjljw,"Shop Name　Konpira Udon Matabee
Map　https://maps.app.goo.gl/QEVuDynMuRGNmChs9
Address　Peace Park Honkawa, 2-1-20 Honkawa-cho, Naka-ku, Hiroshima City, Hiroshima Prefecture

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:48 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#udon #tempura #japanesefood"
CzTVxom0asE,Why This Japanese Diner Starts Prep at 2AM for Giant Omelets and Tempura Bowls,20260716,2468,https://www.youtube.com/watch?v=CzTVxom0asE,"Shop Name　100-Year Shokudo Tanakaya
Map　https://maps.app.goo.gl/3WNApAGxttutcVUg7
Address　3-11-26 Ritsurincho, Takamatsu City, Kagawa

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Main video
00:19 Prep work begins
01:44 The owner's thoughts
07:20 Picking up trash
10:03 Making tamagoyaki (Japanese rolled omelet)
16:54 Selling vegetables
18:00 Making bento boxes
26:04 Store opens
27:46 Tamagoyaki set meal
38:01 Seasonal vegetable kakiage (tempura) rice bowl & marinated squid (okizuke)

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Diner #Tamagoyaki #TempuraBowl"
DXLGq0h_qPc,One Man Butchers 460 lbs of Wagyu a Day for This $4 Kalbi Bowl,20260715,2069,https://www.youtube.com/watch?v=DXLGq0h_qPc,"Shop Name　Hakutozan
Map　https://maps.app.goo.gl/dKJHna5UvZqddzr1A
Address　5-6-1 Hosoya-cho, Toyota, Aichi　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:52 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Wagyu #Japan #JapaneseStreetFood"
IT-361nNx54,Only $3 Dumplings So Good This Shop Ages the Filling a Full Day,20260714,2118,https://www.youtube.com/watch?v=IT-361nNx54,"Shop Name　Chinese Restaurant Manchu
Map　https://maps.app.goo.gl/cTmCJaAXq89z8yj76
Address　Shiohama Honmachi, Yokkaichi City, Mie Prefecture　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:38 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Friedrice #Japan #JapaneseStreetFood"
b_4Gae95jh0,How Can One Woman Cook So Many Oyster Orders?,20260714,2051,https://www.youtube.com/watch?v=b_4Gae95jh0,"Shop Name　Marumi
Map　https://goo.gl/maps/GNHEde2zqBZRQsp8A
Address　886 Nissei, Nissei Town, Bizen City, Okayama Prefecture

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
1:24 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#okonomiyaki #yakisoba #japanesefood"
JtzB9KSB1Fk,Why This Chef Sleeps 2 Hours a Day to Serve 400 Customers Scallop Curry from 5 AM,20260713,2334,https://www.youtube.com/watch?v=JtzB9KSB1Fk,"Shop Name　Marutoma Shokudo
Map　https://maps.app.goo.gl/HkJxPAsM5oZFox9x8
Address　Tomakomai City Public Wholesale Market, 1-1-13 Shiomi-cho, Tomakomai City, Hokkaido　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:49 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Curry #Hokkaido #JapaneseStreetFood"
D56NY1tjSL4,Why Locals Rush to Tokyo’s 75-Year-Old Ramen Shop Serving 300 Bowls a Day,20260713,3276,https://www.youtube.com/watch?v=D56NY1tjSL4,"Shop Name Chinese Noodle Shop Kiraku
Map: https://maps.app.goo.gl/ia2aPr6nsLy7f51CA
Address: 2-17-6 Dogenzaka, Shibuya-ku, Tokyo

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:53 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #Shibuya #TokyoGourmet"
bOhzu7YsTg4,Why People from Around the World Love These Tattooed Brothers’ Mexican Food in Japan,20260712,2616,https://www.youtube.com/watch?v=bOhzu7YsTg4,"Shop Name　Graffity Mexican & American
Map　https://maps.app.goo.gl/VqXQHTCi7KQtqj2R8
Address　EXA Bldg., 6-4 Fukuromachi, Naka-ku, Hiroshima City, Hiroshima

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Highlights
0:28 Main video

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Steak #Tacos #American #HiroshimaGourmet"
9V5JsSwmcf8,Why Workers Rush to This 24/7 Truck Station for Huge Garlic Ramen and Rice,20260712,7030,https://www.youtube.com/watch?v=9V5JsSwmcf8,"0:00 Shop Name　Nintama Ramen - Ibaraki Truck Station
Map　https://maps.app.goo.gl/xVwaetngzW33z6a26
Address　1390 Nishigochi, Omitama City, Ibaraki Prefecture　

33:25 Shop Name　Tenshinhan Specialty Restaurant Ten
Map　https://maps.app.goo.gl/QBzw25tvk9kzN1Wx5
Address　1346 Ono, Kagawa-cho, Takamatsu City, Kagawa Prefecture

1:09:26 Shop Name　Gokigen Ramen
Map　https://maps.app.goo.gl/vfxS8p38wz5v9Guw7
Address　3-1-6 Meieki, Nakamura-ku, Nagoya, Aichi Prefecture

※ Please note that the information in this video is accurate as of the time of filming.


Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #Friedrice #JapaneseStreetFood"
Hz5HgX4AbqU,Zero Profit?! This Couple Sells 12 Takoyaki for $4 — All for the Local Students,20260711,1291,https://www.youtube.com/watch?v=Hz5HgX4AbqU,"Shop Name　Takoyaki Shuen
Map　https://maps.app.goo.gl/efCtFEP6BEWS7Vqk8?g_st=ic
Address　172-3 Minamikuroda, Masaki-cho, Iyo District, Ehime　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:47 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Takoyaki #Food #JapaneseStreetFood"
1266jfhURVM,"Why 1,200 People Rush to This Chinese Restaurant Everyday?",20260711,12133,https://www.youtube.com/watch?v=1266jfhURVM,"0:00　Chinese Restaurant Tenjiku Himeji
Map　https://maps.app.goo.gl/4qMLE3VQSV4Gp3G39
Address　7-8-16 Tsuchiyama, Himeji City, Hyogo Prefecture

2:18:47　Chinese Cuisine Beijing
MAP https://maps.app.goo.gl/FZ1g2D9DzQxvoQDv6
Address: Nakamura Bldg., 1-10-14 Minami-machi, Minami-ku, Hiroshima City, Hiroshima Prefecture

2:50:31　Under One Roof
MAP https://maps.app.goo.gl/YJaM3muYkqcTEYZQ6
Address: 2-1 Tenjin, Chuo-ku, Fukuoka City, Fukuoka Prefecture

※ Please note that the information in this video is accurate as of the time of filming.

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#chinesefood #ramen #friedrice #japanesefood"
TADm8DUeQIo,Prawn in Curry?! Why This Kobe Udon Sells Nonstop for 14 Hours a Day,20260710,883,https://www.youtube.com/watch?v=TADm8DUeQIo,"Shop Name　Honda Menba
Map　https://goo.gl/maps/PevsxwSRFiF7q6uP9
Address　Wakore Station Plaza Hyogo 101, Tsukamoto-dori 6-2-32, Hyogo-ku, Kobe-shi, Hyogo

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:24 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#curry  #Udon #JapaneseStreetFood"
PGspy37xvBM,60 Seconds Per Bowl! This Tonkotsu Ramen Shop Sells 600 Bowls a Day,20260710,1320,https://www.youtube.com/watch?v=PGspy37xvBM,"Shop Name　Daikyu Ramen Yoshinogari Main Store
Map　https://maps.app.goo.gl/MtPyjncHN54XXveV9
Address　30-3 Yoshida, Yoshinogari-cho, Kanzaki-gun, Saga

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Highlights
0:48 Main video
1:57 Preparing the chashu (braised pork)
3:34 History of the restaurant
4:50 Preparing the special tonkotsu broth
6:51 Store opens
7:11 Menu
11:14 Tonkotsu ramen with a raw egg
14:23 Lunchtime rush begins
16:07 Kaedama (noodle refill) rush
20:19 The 3rd generation owner talks about the difficulty of making the soup and passing down the legacy

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Ramen #ChineseFood #SagaGourmet"
JVB0hJ_VyTY,$3 Cheep Noodle! Non-Stop Tempura Service at Udon Restaurant,20260709,2083,https://www.youtube.com/watch?v=JVB0hJ_VyTY,"Shop Name　Sanuki Udon Kuuchan Main Branch
Map　https://maps.app.goo.gl/79wQxHuzniCMiihP9?g_st=ic
Address　599-5 Tanaka, Kita-ku, Okayama City, Okayama Prefecture

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
1:16 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#udon #tempura #onigiri #japanesefood"
89ZkZlGdNqw,Monster-Sized Steaks! Tokyo’s 44-Seat Basement Steakhouse Gets Packed,20260709,2974,https://www.youtube.com/watch?v=89ZkZlGdNqw,"Shop Name Guts Grill Shinjuku Branch
Map: https://maps.app.goo.gl/U3bDFyjr6QkGV3DKA
Address: B1, 2-1-1 Nishi-Shinjuku, Shinjuku-ku, Tokyo　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
1:06 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Steak #Meat #Hamburger #TokyoGourmet"
XE8_4Dy7Fuc,Why Do Osaka Market Workers Rush to This Udon Shop for $2 Fried Rice?,20260708,1196,https://www.youtube.com/watch?v=XE8_4Dy7Fuc,"Shop Name　Tenuki Udon Marunaka
Map　https://maps.app.goo.gl/RbBAjavmA4Qcofc36
Address　1-2-68 Imabayashi, Higashisumiyoshi-ku, Osaka　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:22 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA


#friedrice #Udon #JapaneseStreetFood"
bBhMD0RV7Vg,Raw Wild Bear Sashimi?! Inside Japan's Only World Heritage Diner Serving This $13 Treat!,20260707,2101,https://www.youtube.com/watch?v=bBhMD0RV7Vg,"Shop Name　Ajidokoro Takachiyo
Map　https://maps.app.goo.gl/LkoZyGdya8GLvoxq8
Address　697-3 Obara, Nanto, Toyama　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
1:00 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Pork #JapaneseFood #StreetFood"
5SZbztbvUro,Why 400 Customers a Day Pack This Chinese Mala Tang Shop in Japan,20260707,1119,https://www.youtube.com/watch?v=5SZbztbvUro,"Shop Name　Xiao Nezha Malatang
Map　https://maps.app.goo.gl/hkTjeMmb8nMPrbpT6
Address　1-13-13 Kogane, Kokurakita-ku, Kitakyushu, Fukuoka

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Highlights
0:24 Main video
4:38 Making the staff meal
5:15 Store opens
9:33 A man who took too many ingredients
12:07 A guy who visits 3 times a week

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Malatang #ChineseFood #Ramen"
CUV1CQ5qDxc,Non-Stop 24H Diner! Inside a Japanese Sauna Serving Crazy $5 Nostalgic Comfort Food!,20260706,2391,https://www.youtube.com/watch?v=CUV1CQ5qDxc,"Shop Name　Sauna Pier
Map　https://maps.app.goo.gl/Dk7MAaV1ugSSnuR5A
Address　Yono-wari 66-67, Jinno Shinden-cho, Toyohashi, Aichi　

※ Please note that the information in this video is accurate as of the time of filming.

0:00 Preview　
0:59 Main Content

Japanese Food Noodles
https://www.youtube.com/channel/UCxnZ8xQrppBhwj-_wuzWfIA

#Sauna #JapaneseFood #StreetFood"
